BA,Hour,Total_Load_MWh,Transportation_Load_MWh,Non-Transportation_Load_MWh
NEVP,7,4760.188876712328,106.25764383561643,4653.931232876713
NEVP,8,4475.877589041096,85.345698630137,4390.531890410959
NEVP,9,4236.238410958904,72.47830136986302,4163.760109589041
NEVP,10,4084.9484383561644,63.81742465753425,4021.1310136986303
NEVP,11,4010.757726027398,59.545013698630136,3951.2127123287673
NEVP,12,3986.3668219178085,61.138876712328766,3925.2279452054795
NEVP,13,4008.302356164383,79.59608219178082,3928.706273972603
NEVP,14,4129.775506849315,108.71561643835615,4021.0598904109593
NEVP,15,4359.23997260274,158.19049315068492,4201.049479452055
NEVP,16,4554.130246575342,152.4139178082192,4401.716328767123
NEVP,17,4732.034821917808,140.7410684931507,4591.293753424657
NEVP,18,4906.411178082192,129.73397260273975,4776.677205479453
NEVP,19,5090.375726027398,134.0624383561644,4956.3132876712325
NEVP,20,5262.517068493151,143.63986301369863,5118.877205479453
NEVP,21,5414.672054794521,142.47890410958905,5272.193150684931
NEVP,22,5565.702684931507,159.16454794520547,5406.538136986301
NEVP,23,5692.345232876712,189.05128767123287,5503.29394520548
NWMT,0,1258.3810410958904,67.2331506849315,1191.1478904109588
NWMT,1,1269.3451780821918,63.87200000000001,1205.473178082192
NWMT,2,1268.8250684931506,55.17095890410959,1213.6541095890411
NWMT,3,1252.5277534246575,49.21994520547945,1203.307808219178
NWMT,4,1211.0938904109587,42.244547945205476,1168.8493424657534
NWMT,5,1147.1150958904109,34.528520547945206,1112.5865753424657
NWMT,6,1083.8392876712328,25.299808219178082,1058.5394794520548
NWMT,7,1028.2540000000001,19.15454794520548,1009.0994520547945
NWMT,8,988.0293972602739,15.115013698630136,972.9143835616438
NWMT,9,969.0732328767123,12.499397260273971,956.5738356164383
NWMT,10,963.6072054794521,11.009534246575342,952.5976712328768
NWMT,11,978.6936438356164,11.747698630136986,966.9459452054795
NWMT,12,1013.0916438356164,16.945808219178083,996.1458356164383
NWMT,13,1070.0472876712329,27.416410958904105,1042.6308767123287
NWMT,14,1133.4952054794521,42.2971506849315,1091.1980547945207
NWMT,15,1177.4205753424658,44.53613698630137,1132.8844383561643
NWMT,16,1200.6897260273972,41.72490410958905,1158.9648219178084
NWMT,17,1205.912602739726,37.85002739726028,1168.0625753424658
NWMT,18,1211.2819178082193,38.58284931506849,1172.6990684931507
NWMT,19,1215.0406301369862,39.61591780821918,1175.424712328767
NWMT,20,1216.7328767123288,40.100547945205484,1176.6323287671232
NWMT,21,1221.6726575342466,45.44956164383561,1176.2230958904108
NWMT,22,1225.8595342465753,52.01950684931508,1173.8400273972602
NWMT,23,1232.3805753424658,61.13786301369862,1171.242712328767
PACE,0,7364.275260273972,262.8357534246575,7101.439506849315
PACE,1,7330.46408219178,249.42698630136988,7081.037095890411
PACE,2,7248.126410958905,216.98457534246575,7031.141835616437
PACE,3,7147.304164383561,193.17649315068493,6954.127671232875
PACE,4,6945.982465753425,167.78827397260272,6778.194191780822
PACE,5,6609.927041095891,140.25106849315068,6469.675972602739
PACE,6,6278.617315068494,106.15172602739727,6172.465589041096
PACE,7,5974.218849315068,82.81830136986301,5891.400547945206
PACE,8,5737.805315068493,67.77731506849315,5670.027999999999
PACE,9,5618.228931506849,57.64454794520549,5560.584383561643
PACE,10,5589.844712328767,52.002273972602744,5537.842438356164
PACE,11,5640.085479452055,54.056301369863014,5586.029178082192
PACE,12,5741.336849315067,73.15534246575342,5668.181506849315
PACE,13,5940.978931506851,112.34342465753424,5828.635506849315
PACE,14,6208.049589041096,167.74638356164382,6040.303205479452
PACE,15,6436.544904109589,174.18252054794522,6262.362383561644
PACE,16,6599.710712328768,163.49838356164383,6436.212328767123
PACE,17,6708.877671232877,151.23635616438358,6557.641315068493
PACE,18,6811.455671232876,154.44446575342468,6657.011205479452
PACE,19,6898.174767123288,158.47838356164382,6739.696383561644
PACE,20,6967.175287671233,158.4979178082192,6808.677369863013
PACE,21,7033.783753424658,177.22183561643837,6856.56191780822
PACE,22,7091.322657534245,202.63531506849316,6888.687342465753
PACE,23,7147.082547945205,236.28041095890413,6910.802136986301
PACW,0,2911.714794520548,74.42298630136986,2837.291808219178
PACW,1,3002.0393150684936,81.74506849315068,2920.294246575342
PACW,2,3040.1730410958903,76.58849315068493,2963.584547945205
PACW,3,3040.208383561644,67.58287671232877,2972.625506849315
PACW,4,2989.2549589041096,61.659726027397255,2927.595232876713
